re_id;re_cu_id;re_date;re_amount;re_modeofpayment;re_checknumber;re_bank
8455;8120;2/12/2008 23:16;46912;KDR3NGW7744PP8P;97328;XQ50-1105-9744-3973
8456;5808;27/01/2002 19:57;33915;DAY47WZYDH3P6SU;33761;NC70-4729-6357-4111
8457;8502;26/04/2002 2:08;43077;W9P28WMU6Z8U31N;99035;TM92-9703-1235-7017
8458;9152;17/05/2006 15:35;NULL;NULL;41653;UP33-7888-1275-7845
8459;8918;7/03/2007 0:58;32206;GD228H0OESP6D61;1011;DQ41-2371-4199-6842
8460;9295;21/04/2002 0:22;2493;9PSGJNXHN3X7N4V;79538;FN09-9191-2569-9275
8461;7451;8/08/2004 15:22;21918;TC9SPS6E80NF7GH;22808;DS60-6510-2991-3262
8462;9178;19/07/2006 14:52;20000;YUKD877TFLE5JS1;71722;UY26-9765-7408-3872
8463;6863;28/01/2003 17:11;21592;XCD0X8OHID7I0I9;99451;UD96-8859-2237-4457
8464;7890;1/02/2008 22:56;18952;LW9TKH4L5FD4D1V;34442;NL54-2204-9508-2051
8465;5304;10/05/2006 5:59;44486;YEHU3G3Q63VUZOT;71248;BP41-0783-5826-3185
8466;9025;30/12/2010 1:25;13501;B7JNJ8PF8RUHUK3;76111;PO26-9224-6848-1312
8467;8935;19/10/2010 1:00;31776;IRJL0F34TJMGMAL;83217;DA47-1689-5340-2431
8468;8795;7/07/2004 12:53;20925;MFS5H8WQO1MCMMV;18992;QY99-8327-3045-8957
8469;7745;29/05/2005 18:36;NULL;0DB847XW4ET0L8T;81719;JN05-8488-0050-4793
8470;5759;20/04/2008 8:50;6863;5DUFSX0AVTXYSQI;57013;QD23-4735-3824-8470
8471;9103;3/04/2002 7:36;7782;N1G8YDCFIV12EV5;12255;JZ29-4131-4273-8193
8472;9148;1/06/2008 4:05;35100;8O68RGT2D1DBAY3;8816;NH61-6553-3421-9300
8473;8489;30/08/2007 21:24;40152;WNCKSKZS1FWWWXW;11623;ZK96-0402-6286-6778
8474;8243;25/12/2005 14:16;16784;NHQ4KAF77DVX005;78805;VV17-2697-3058-6566
8475;9105;11/01/2003 5:45;17652;RN6RILNNOE6CJW6;46765;NB62-4536-2015-8818
8476;8992;10/03/2007 19:29;20135;4DNT8ZTL75CEP2S;36050;DM32-7592-1537-4507
8477;8392;29/10/2008 21:56;18435;9C58R5G2T2F532N;86239;PE19-3887-8135-3917
8478;8869;17/12/2002 10:34;25715;7FSMCCASTKJD89X;37509;KK04-8842-0853-2294
8479;9032;30/09/2004 21:41;32614;M536RXOZWLZ6KNH;72463;BM33-1416-0027-1455
8480;8988;17/05/2005 6:25;6776;H26AA5NX2DF6L3T;81660;LM73-2206-2339-6196
8481;8341;16/03/2006 12:32;12112;5TJXZGIAQSPRC48;83348;HP08-5918-9860-5909
8482;7929;31/01/2004 5:23;27034;3DV62MBHH54EIID;76114;BY77-8543-9418-7566
8483;9151;1/11/2002 17:34;23814;RF0Q4J51JWJIFWK;4956;ZX34-8701-6226-2137
8484;7222;20/12/2007 10:34;40892;49378NHIH2FTC4R;14609;RL03-1784-2900-4229
8485;7753;7/06/2008 9:35;21257;EW0X4H1J7UN63T1;96356;JF21-1844-9724-3127
8486;9098;16/08/2005 5:17;42267;K699F5L3YI823CO;72534;FS33-6578-7632-7159
8487;9193;18/09/2002 23:43;33366;4B3JVNTN7JZD0AF;9852;JY31-5910-1714-9875
8488;8875;22/08/2010 21:51;47497;0U85UIT8BWYM9YF;56875;SP10-2950-8087-9230
8489;8009;9/03/2002 4:26;14358;581SPIQXDM1V573;53584;QW59-7983-4663-1083
8490;8970;9/08/2008 22:17;861;2J193JLMHU7YP7E;28404;PA37-7895-4607-5184
8491;9284;10/12/2006 6:58;24159;348S9NYI3BS7HX2;61933;SS33-4382-6608-1180
8492;9123;11/03/2010 0:24;40796;SAJPX5SLMFAVAR8;17935;XU90-6058-9083-0312
8493;7453;10/07/2005 6:52;39994;8SR1YBEFLJ5RRD5;96124;CI80-8240-4989-4358
8494;7263;15/03/2005 13:15;3662;R45EOPBXBM5TC37;42130;FK75-5217-7684-1957
8495;9162;5/12/2010 2:47;7244;3MZO515HW33D00U;39890;EV41-3850-4189-0483
8496;7626;18/01/2002 11:04;37397;AQ36LTHIGTPC6K2;19478;FF72-4033-0505-2411
8497;9373;11/02/2007 13:56;47113;BTO4EGEQYOIKLXX;31265;PS24-5305-3896-7808
8498;6874;1/12/2006 18:31;42993;RVJMZ1R94G7BBTA;2788;GT46-3579-1565-4809
8499;9369;7/06/2005 15:28;49999;1L26CPVTBC7WBXX;50315;HU66-9156-2539-8701
8500;9322;6/08/2004 5:40;NULL;WEKB1FIA2E0X92F;93060;GO22-1129-9099-7984
8501;8887;21/05/2003 13:55;31859;NULL;32621;GH89-5961-7902-4478
8502;7470;21/10/2003 16:48;23082;D6J0VQZ10QANUUX;22899;HT34-9207-7302-3305
8503;8395;20/06/2004 23:14;27895;JOFW8ZAL3R4XPYK;7633;PU11-7835-5495-5485
8504;7547;15/08/2009 0:57;3799;W1I5EWN5FIAA5VG;55103;PK06-9001-2769-1341
8505;8252;17/08/2009 11:07;32303;HSDKMJWEWXW4M2B;30427;TD19-7788-9493-1498
8506;8172;22/01/2009 0:50;43054;61QSBSTM1AHQOZG;7183;GM26-5331-4482-8792
8507;9146;21/11/2006 4:53;29892;BWGXKZMD448G0JJ;17025;GH33-5908-3446-8271
8508;7286;15/04/2003 21:33;26719;68435NWOZRJC26P;85100;NR50-1537-6601-9359
8509;8192;24/10/2004 3:30;44723;HOSPMEI7ECN6KCM;56021;HG09-6994-0876-7254
8510;7849;26/09/2003 3:47;44110;R3KGVC3NZRYSFAB;22869;TD68-4699-1924-4075
8511;6127;29/03/2004 22:01;12391;FCZBQTRRQXPSZQ4;19438;JI57-5510-5950-3181
8512;8578;NULL;40857;41KYM904L5PUGPR;12421;AM98-1522-9838-1129
8513;8215;9/05/2010 15:34;21196;0PR7DBRXCSPYMAN;72952;TX60-3519-3338-6883
8514;9320;17/08/2003 17:53;1301;NCNEPDB5BUPL3WB;92057;XW51-2720-2225-2878
8515;7590;21/10/2003 18:33;36300;6LR9YW8T9MLTJ2H;48665;DG54-9842-5080-0950
8516;9298;4/02/2007 11:49;20094;HF731CDMDLWIL6U;55801;WX11-2939-5975-0612
8517;8122;10/07/2002 9:58;25459;GOS0IDBR3U42SHL;14699;VT61-5829-7223-3397
8518;8986;17/09/2005 21:17;48104;CD3OP70T75WCZP7;32455;BH01-4792-8901-4967
8519;9254;8/02/2006 6:36;29108;S4DV9GS34G077BU;57096;CA77-2462-5974-6030
8520;9068;26/08/2010 13:21;335;0N6726Q8NZTDHYR;95239;HS92-1883-9892-3352
8521;8885;25/09/2002 0:42;26685;M1AN4PYVL0J97SL;54737;IZ29-6089-7882-7520
8522;8915;13/04/2010 1:41;11120;AZCBJZ0ME47ANFL;67123;TX61-1226-7997-6295
8523;9270;27/02/2002 3:09;16004;OMK606RAPAM2MH1;10332;ZK19-9758-1650-5845
8524;8978;1/05/2004 8:27;17418;DW2HMFTM0N9ZHN7;69270;PH99-5202-5774-4171
8525;8368;19/10/2007 20:19;20064;EEKK7FW482M9DY0;5820;TV63-6114-9131-2024
8526;7911;13/05/2003 1:52;32705;3CXRD3J9SY5DWRS;48563;MP68-5616-3284-3649
8527;7026;23/01/2003 7:11;16986;2HN8WGNY0X9JSK9;488;ZU56-3221-7022-9450
8528;7559;22/11/2004 21:13;45106;NCW5QGSAVBR99J7;73338;ZU68-6484-5248-0241
8529;6738;17/06/2004 8:09;36489;AL7VBR0NPYRFUZG;26377;VM52-2631-8699-8787
8530;8808;20/01/2006 11:29;9539;P3PKVMALOCCKOEO;78393;LT27-3181-9113-1693
8531;8734;24/12/2002 18:41;30255;QS97DDRVB9GRODG;74648;MG76-8424-4437-3478
8532;8971;28/01/2002 5:33;23023;VJJ6TNKNAL6YEGY;15783;MZ95-6171-4194-5135
8533;9335;30/11/2003 3:25;25443;AAO1P8VBBT8M6IX;97040;RR46-5281-4202-8061
8534;8702;10/07/2008 19:05;25716;WGP5UHN28MWS6SH;46729;LJ03-2673-3883-4901
8535;8350;25/02/2002 16:01;754;A5HEOE6MO7V0FXG;26148;YY98-2771-3323-4232
8536;9143;28/12/2003 16:29;33695;NV2YQTGSNLT2C25;621;BV13-9730-0344-0550
8537;8801;26/05/2004 19:44;34217;CCC11JNH92GMMMN;12471;AG95-9597-8390-7472
8538;8857;11/08/2010 6:08;23235;644BQI4HOOQ2L49;93317;JB39-8637-2706-2869
8539;9213;18/03/2004 16:36;41512;2CO2LEQ48KOOCT5;2764;LI20-3030-8761-5581
8540;8400;3/05/2009 23:27;47838;YIW8YUST7UDCSKV;44521;OA65-4156-2787-1815
8541;8603;16/05/2010 8:44;41365;SVJAYKOSDZ35UG5;47728;AR39-4962-8382-5568
8542;8281;25/09/2009 0:24;15547;IP4381M8KUVR1DC;57573;VJ50-4847-6253-2550
8543;7243;5/06/2010 2:10;38643;PIVHAV1DT3UZRMY;27543;XL44-4053-6623-8959
8544;7699;30/10/2007 18:20;3386;PIU2GSXR8BQ4PXQ;1814;EN21-9139-7799-0570
8545;8945;13/06/2009 0:39;1966;NFGCLNKNNQ946NH;74607;YJ95-0535-1079-2365
8546;4424;14/05/2006 0:15;10004;W41IJ97WL38Y5XN;88022;FJ89-3973-9221-2508
8547;8493;2/08/2007 15:24;2962;DUBB5M51Y6EPISK;56516;YK66-0382-4970-0606
8548;9412;25/07/2008 6:30;39495;US7LV8GE8KQHFLH;33993;QE18-7097-6329-2213
8549;9312;20/09/2003 12:18;3694;2DRCB5S9Y0KCUHD;92;YC43-1228-2832-5862
8550;8047;8/02/2009 1:25;33569;JN4DQ204DX3LVOM;33214;WN85-0784-3160-6406
8551;8458;28/05/2010 16:48;31785;OPN5179OZYMUN4K;54988;TY45-7073-0205-6790
8552;8679;2/05/2007 13:46;39294;6YXRH4ZZCMZE27E;70418;JJ86-1583-5405-4953
8553;7751;4/01/2003 7:19;18004;E8N5T7RBEGDRG6G;98587;CC28-4407-6335-5926
8554;8131;7/04/2007 5:10;42657;DBEXQUUJPNTE8VM;67099;XA57-0928-7723-6806
8555;9110;13/09/2004 14:45;23313;JCGFGEXY6MD1R7J;68599;TR91-9780-6110-7164
8556;8913;25/04/2005 3:58;20738;6Q0QSGJKD3G6EC2;13216;VW85-2690-9413-5620
8557;7084;25/03/2003 10:46;7077;TK84P0SYEFQ4GTS;15442;IU06-2997-1598-1557
8558;6978;21/06/2010 8:21;10477;3N8IUVZ3SW2CYRK;29140;ZY77-7514-4340-7900
8559;8699;2/09/2007 2:55;33735;JU77ZFG5Y2CCPF3;55505;AK88-5140-3038-3804
8560;9187;4/04/2008 23:05;49599;BY2Q4KPYK4BTYFZ;35512;SG71-7436-7395-8881
8561;9455;26/07/2008 3:55;26068;VWKMMKHO63KRJMD;97159;UJ02-2440-5321-0778
8562;9398;2/03/2006 3:36;34787;TI0ZOTPZ58MV3N6;48236;BL67-2940-3098-6835
8563;8021;5/06/2004 20:43;40231;2PHSVGXQHEJ10XF;71577;YO19-4381-3679-4569
8564;9408;25/03/2008 10:03;35184;QZ0GFZY17LHDYLK;51814;XB22-2448-2618-4778
8565;7673;1/11/2003 8:49;13855;W2OU5LHCK9I99OY;30858;RV94-9813-5605-9631
8566;9056;29/08/2003 22:13;39369;TO44MQ33QGL9ZKS;60235;LI00-0007-0822-3812
8567;8761;1/05/2002 18:36;15414;T04Y9LS5HOV5HOR;16069;FM70-3650-7725-8459
8568;7259;30/10/2003 20:28;45480;M9JAHGW6YL3PZ8C;12833;DQ58-3168-8118-3056
8569;8607;23/06/2003 1:52;546;HMG9J0Y8VYMYUXL;15855;NQ30-7244-3908-1130
8570;8582;24/10/2010 2:03;2604;O2MP0HDD3YZNH36;27371;WG86-6544-3359-2876
8571;7565;10/09/2004 16:05;35878;BVNU8HYMBBEJTXB;69916;EK52-0828-5963-4490
8572;8813;29/11/2002 3:50;2224;Z10WLM0Z826L0BQ;3605;AB95-8893-4578-2396
8573;8195;3/07/2003 4:40;6592;SDNZ9RS640EO2UK;99160;FO74-5974-5213-5751
8574;7763;7/10/2007 7:09;31271;NYNF39NOUNL6BDL;50743;IM13-5420-4984-2153
8575;6756;13/04/2002 4:36;8971;LMQFABR88TSL8BW;21411;DY92-5866-4781-6000
8576;9096;31/12/2003 0:18;11137;H0Y2NAPIPY4M5MV;14520;MI03-8035-8015-1130
8577;8193;7/11/2010 23:31;22478;EE3G44VB7E79H2G;19522;PL91-3660-2466-8826
8578;8928;29/04/2005 8:49;12618;R7OBFICAW8QB653;71076;HB67-5349-0888-0135
8579;8694;18/11/2005 7:47;15451;Y16U7G9D4MV83F1;96711;SN55-9732-3834-3427
8580;9078;8/06/2003 20:03;10059;ILUXXJBV1TJVEJ5;2579;FC25-7077-1365-1116
8581;8596;10/10/2006 10:28;29743;BKBGVMCAYB6SN36;18289;CS60-4677-7044-2071
8582;9354;30/06/2005 0:40;27492;73TLA5OEPASEWDY;57814;PN24-8622-0813-6522
8583;7018;6/03/2003 8:54;41411;GTXI4KRW8KZLCI8;63776;ZZ43-1181-4852-3585
8584;7988;9/05/2006 6:44;2920;M2OAQJR5VXQKTXE;24582;NL61-0364-9365-8057
8585;9353;24/08/2006 18:41;27755;CMBU6OCMBWCQ631;341;KD69-1929-6345-7270
8586;9405;24/08/2006 4:55;40962;NULL;44900;FR55-7755-7513-0188
8587;8246;23/01/2010 22:13;5018;2VRTPNTX1RN7U63;69192;JO39-9808-7614-0464
8588;7938;24/08/2007 22:14;32787;5F9Q6EQYP2YU71Z;78164;SL87-2370-1381-2577
8589;9037;28/10/2005 4:20;2403;VJIY5KUOSESF05R;23635;MQ08-8497-3161-4187
8590;8147;2/11/2007 12:02;30016;T1KQUAZO4T3NPZP;3677;IW52-3288-7228-7934
8591;9307;6/10/2002 5:43;26617;RUBAO45KKKYSLBX;70516;UG72-9474-0317-5564
8592;9267;5/12/2004 11:23;23739;AT05H8YKJUUCG7Z;6240;CX68-3562-3655-7013
8593;9459;10/12/2004 3:12;39500;PSN5UHHOWZ69C72;2160;BK68-0123-9673-1386
8594;7907;13/12/2006 17:31;41913;WJCVYJIIWQQTAS3;34541;DE77-1274-0404-9922
8595;8697;9/10/2002 19:31;21770;K52TNRPTCB9H1O8;11940;KY39-2567-7792-9148
8596;9435;17/03/2006 5:08;NULL;S1GWV4U5A593QNE;79121;MV81-8313-3672-3889
8597;6980;22/04/2007 3:40;6577;VUP75854UJIMA0G;36125;ET36-2608-4490-4713
8598;6652;12/03/2004 16:06;25317;IF18C6HGAXIIIL3;58293;MK31-0862-9220-5556
8599;8644;30/12/2005 9:30;3459;X6L7Z16JWC2BL7V;33324;DL91-1280-5463-9492
8600;8002;16/10/2007 2:25;39532;O1LBL5QOD9W7QML;23870;KP52-0392-7539-4048
8601;7192;13/01/2006 5:38;12598;GTP3F99G8IC045U;5556;TE37-7560-4878-4911
8602;9447;3/10/2005 18:55;44591;29TH0S4RFWUP4ZT;57192;YV79-4554-3364-1502
8603;9232;3/02/2007 4:38;7482;QUVRIRTFR422TQK;21878;IG36-1401-7583-5823
8604;7695;27/11/2003 10:14;38948;ET5GT38OPYOIFJB;52870;CO05-4124-8165-4273
8605;9440;31/05/2006 9:20;1089;P299A3KAFEPVP1Y;34479;NI57-0556-9726-2156
8606;7803;30/06/2009 12:58;47691;BMBBUCGNM61K2BZ;35661;TS84-7615-0852-5723
8607;9172;31/10/2005 9:05;29561;TUDQGAXB8U0EEDZ;20203;SS93-8211-6875-6362
8608;9177;30/03/2006 0:10;32701;ZZ6S80ECMMN3108;4090;KE88-4073-3700-9089
8609;8575;26/12/2006 0:33;36734;EH2UO771OZ30C29;55461;ZK40-6884-1625-0474
8610;7729;15/09/2002 14:27;33685;7DK2470SF04UMTA;72591;LT31-5162-3447-4887
8611;8616;17/06/2005 4:27;12175;LWZWB40SS548XE0;77725;VX10-4995-4256-1910
8612;7734;25/11/2008 1:56;48261;DFVNG507G9EN3DE;75985;FE72-8056-6968-1091
8613;9503;4/08/2006 0:33;44460;PVEF2CX3DRAY3RV;4826;US91-0438-6567-4796
8614;8016;27/03/2006 6:52;45027;ZKG7XMQGVSG1PCP;54402;JX72-8399-9444-8197
8615;8635;27/06/2003 12:37;23676;R8I1ZKH1HSAOV14;47389;EV94-1263-4348-1892
8616;9454;27/01/2005 3:14;19856;EDNJW6X34YJAVWE;42803;JY70-2966-9110-7897
8617;9375;27/12/2004 18:41;48576;2V7U9T2F2FQ5C2L;77831;IP50-6362-4588-2388
8618;9069;27/01/2009 13:59;43376;NRNCP5IKBFW1075;46965;BR41-7640-5903-2926
8619;6490;2/08/2003 15:22;37311;EALZTAFKA8GHGRQ;94684;YK56-2244-8829-0979
8620;8600;9/03/2008 3:54;7428;DPM481AWDNITW1E;76538;FE85-5304-1612-9584
8621;7526;5/08/2004 0:00;22894;95Q1GL1CB21HP04;39603;ZQ61-4310-6972-6067
8622;9126;6/09/2005 20:21;34350;OUOBL1CCZOL6SMN;90135;KA62-6804-4125-1490
8623;8534;1/01/2009 16:08;32628;TM7A0OMRN9S50T7;71206;WI57-0234-7655-0967
8624;7857;20/08/2006 13:49;43077;IX42C398TE2R0VK;48168;ER27-6946-6756-1476
8625;4442;18/01/2010 20:20;20531;FRN2SUJZ7XNB86C;25812;RZ65-9515-2576-2983
8626;8206;6/10/2010 4:41;25988;H8NUHLWQDZGMMVQ;4900;WU18-9184-1846-5186
8627;8471;19/12/2008 0:37;12138;P2Q855KOE4UFFXZ;73376;HD31-0784-2271-4650
8628;8884;20/07/2007 11:09;12725;1WAS8Q8TVXPTDXD;56971;ID17-0768-7956-8629
8629;8086;29/12/2006 11:37;14679;6UM5F30BNYGCQGB;47998;YY96-4814-6990-2459
8630;9244;26/01/2007 23:28;9500;ZTKQKYKYUWD8FQB;66018;FR53-5760-1931-1155
8631;8116;9/09/2007 20:37;2393;RH9KBU8YVY49AV3;48733;PH09-6461-9472-4249
8632;9109;28/08/2008 7:25;35821;M9TKCNR8ANAIQSW;97102;LL49-8203-4063-4358
8633;9052;29/04/2010 23:18;19019;MYL97Q45KMUMTAO;27160;BW25-9678-5818-6908
8634;8276;2/02/2009 5:22;23087;TYL6XQ44P1ANJP7;54466;OW43-8509-0746-1488
8635;9273;25/05/2008 14:24;2852;17MBAT7V5OZQS5E;80593;JN92-5673-0149-8150
8636;9036;7/01/2003 15:32;15468;YBOR7Q0WUHJ6GHM;15553;QW40-2445-9523-4163
8637;9338;26/05/2009 20:02;22260;ESKMNDOZRQ08REB;71388;HO06-6333-8466-4272
8638;7508;NULL;38545;MAO70FVB7QGTA1F;13466;HW05-6130-7133-4386
8639;6715;8/04/2010 22:40;40321;14BZKSBKNO0GPR4;80586;DE11-7108-0896-9069
8640;9463;8/12/2010 21:23;5229;5YJ5SFUZX9FWXVP;37215;ZI03-3898-6017-9479
8641;9500;24/02/2008 5:42;48194;AC6N2C0UY3JCFEM;50479;IC63-6752-6818-0713
8642;7340;24/10/2002 19:49;8260;M0NCH9VM9B2BCFN;87438;CA47-9606-9262-4096
8643;8260;27/10/2005 22:03;18285;Z96CKHDTXO7OVIK;86605;LO91-8986-5720-2556
8644;9462;30/08/2002 21:41;49102;MZAW7D81HKDQ9PH;1440;NQ76-6267-7064-4580
8645;6944;12/02/2005 13:52;40228;FSC58AV4MUES27R;72912;EY45-1014-0199-2542
8646;8837;18/05/2004 7:35;31756;RJOD4RKL15VZ4MJ;55603;FY86-6089-5336-2014
8647;9530;10/11/2004 3:46;32158;7N835EAB36ACZGY;93487;MI69-5410-8090-5875
8648;9164;3/05/2009 10:50;28713;TMYP04FO7Q42FW0;74169;IM47-2094-7476-1780
8649;8750;14/09/2009 20:20;15823;A5LEZNLC8DAXG7M;72290;RY72-6572-9118-2212
8650;9315;19/06/2005 4:54;22057;6L6HOT728JVEA8W;81910;EN06-4630-4365-7416
8651;9548;11/09/2008 16:17;23194;6A1TUJA50MGNTH8;76588;FF82-7595-7244-6612
8652;7920;21/03/2003 10:26;13201;3JWTPIBHYI6FS62;37381;KE48-3657-6892-1366
8653;9360;24/03/2009 13:41;38007;G3R55TQMB1H1CJ9;82456;LN70-0007-3680-3414
8654;8809;12/08/2002 0:44;46031;BVBRB2HNZKUBDVC;10284;JU04-1342-6796-7722
8655;9027;22/10/2008 5:36;16637;JF6QP2VAS9IN094;26422;NZ31-2389-1207-6669
8656;8536;13/03/2005 2:25;28249;9E3XVAODL36KYE8;88261;NM78-3467-2188-7238
8657;9228;9/05/2002 9:17;11963;ONIXCJ1900Z2KTM;38683;RJ45-9611-2004-5338
8658;7560;2/10/2007 2:47;14405;GG2YRFY8RT4LWAB;78001;EF91-9883-0681-2394
8659;8863;16/06/2002 14:48;18417;02ZDR71QDUWUBMT;93439;MP91-3319-0951-5469
8660;8898;7/11/2004 13:54;25102;GG3ICAP8O95JEGC;48255;HU23-3639-3166-0946
8661;8690;25/08/2006 4:39;35553;PL1IU9Y9ECLWI3X;80509;RJ07-9579-5027-6869
8662;9437;13/07/2002 12:21;16835;ZC4G6S1QDQPH1IB;91121;VA68-4644-3254-2583
8663;8880;12/04/2009 21:56;18022;I75QKBX7HU4ZOSP;93701;PA81-8430-6883-3945
8664;7331;31/03/2010 12:32;27233;C1K2BWIXJB53JH8;91562;GM17-3142-5529-8636
8665;9499;29/11/2010 1:05;31292;1OEBY6KOEWYCN12;84932;EK73-0186-8135-7484
8666;9458;5/01/2006 17:49;26355;045ZX8KLO8696TN;87249;WU03-3252-8800-4383
8667;4227;19/10/2007 21:02;29241;L8YZEEM5HWNFX69;66971;PP63-4312-1726-6916
8668;7904;28/07/2009 2:38;21373;9K3FB8YS3SMQ0AH;76164;JL02-4620-0321-4079
8669;NULL;30/06/2008 19:11;42174;8YQF325MI0I1K5N;23766;JZ60-4984-7121-6169
8670;9473;31/10/2008 16:27;8207;YOZLQ8OD95VMRV5;61852;WG04-4929-6994-3140
8671;9571;20/06/2002 21:04;47596;E26YFTE6FHWBQW7;35984;LP31-0478-0157-6689
8672;9418;2/09/2006 7:12;10031;44RBBVU0AD5X7IU;54344;QL02-7439-8046-7394
8673;7182;19/09/2005 20:01;3055;UCMHZO359T59BDM;51059;MC67-6675-1581-3983
8674;9443;18/02/2009 16:35;32081;XXHN3TVI86O1NGZ;81031;JZ11-1782-5613-3470
8675;8673;8/06/2006 9:39;9235;M9GE9PYF1M1HQKO;51187;QI74-4434-0310-5645
8676;8680;17/05/2007 8:04;14633;QS0906J1G49T01H;30353;VI59-8894-3376-3646
8677;9299;8/10/2009 1:56;16065;U8M2W837Z2MGRDS;8271;NV43-2778-4889-2596
8678;8233;7/01/2005 22:40;33527;IRBVGPWGPFX5G5F;17921;KY79-4919-9534-0565
8679;8916;20/11/2005 2:16;2848;58NHYL0HPSAYJ29;41237;ER84-6611-0708-7368
8680;7577;4/04/2004 6:14;38775;BMB8PMC4C6CHBXR;30403;PV53-5719-0522-8557
8681;9283;11/03/2007 16:33;43831;MMBJQBPWRT5OEXW;26750;BW98-5232-7358-3031
8682;9507;5/06/2003 17:51;33426;6UTUT7AJVI4R9J6;734;ZD91-5587-0359-6539
8683;7837;5/04/2010 4:16;46903;0GBXRPC0WEGWGOP;20011;VT31-4754-5507-9639
8684;8666;1/02/2004 6:15;42622;APAG3XZFCSN76XN;92064;NL60-8675-2313-6021
8685;9160;17/04/2009 19:20;36307;NCNYLZWGITXEQD2;60321;II48-2468-9733-6166
8686;9305;8/11/2005 13:01;39192;SPHK8PO3GWKY24T;19405;TW31-3636-8011-1166
8687;7143;17/06/2009 6:56;47814;R8941RTBSTY9ZLO;16751;DS25-0399-4554-1648
8688;9344;NULL;22989;QFEGG3ZXNJHPEXE;60600;GG07-2359-0061-1603
8689;7885;18/01/2008 6:41;6449;0YMI4Y61W5REQF3;2811;LS44-6205-7384-2778
8690;8954;9/07/2003 17:42;24604;7L8MPCIO8BGHA3W;15119;KY45-3790-4585-6355
8691;8370;23/11/2005 2:57;3505;FK91Y6US9DKABK6;97942;LL26-6698-5307-9963
8692;9278;18/01/2008 5:07;7854;FLHTPSONGY9TIPQ;62559;BM28-9154-2894-1826
8693;8460;7/04/2006 12:45;20127;9VZ652X1RGCBS7C;63100;CD92-7263-2539-0767
8694;9536;11/12/2008 5:13;15219;471OM35MWML0W0A;95972;JL24-2280-7593-2621
8695;9420;2/06/2007 8:45;19677;MQ1GL03DNG19FCU;40849;XC03-5511-8477-6774
8696;9417;16/04/2006 16:44;31359;LLPAN265PC9IHX4;30675;UH59-6471-6743-2047
8697;9001;14/08/2007 17:21;40239;5SP15W233O151W7;2814;TY80-6868-6818-5329
8698;9281;12/07/2004 21:53;41052;SCEBBZWKJVQ9RKV;15324;KA27-3947-7403-6819
8699;9580;29/07/2006 9:30;NULL;BB3NMS3OJL7Y014;90562;CG08-5277-8439-6392
8700;9466;1/10/2002 20:35;17809;4PQ5ITE6V4H96TC;2519;FE84-4084-9527-2898
8701;9495;6/02/2010 20:02;13873;SBUQSKXZ8QRQRYJ;72341;RZ89-3995-7690-1420
8702;9445;30/07/2007 10:33;2514;RW41UQ7IWWRIATH;98770;WF89-1745-3251-0440
8703;9331;15/04/2006 1:08;10784;8O5P6D0KSRWS1OE;67015;WZ29-6913-8587-9052
8704;7941;3/11/2002 15:39;36539;LYH9PBO13BUWSFO;51594;OA33-9209-9192-6964
8705;9491;15/11/2002 3:53;7615;91H3STCEWJ82UFH;56816;IC57-3604-8839-9607
8706;7813;30/12/2004 7:49;24462;IUWCB71X04LUJ4R;89264;AK93-5030-7328-8565
8707;7630;11/01/2004 9:04;13163;3GIZ7B4RM3D52L7;56343;CO02-2373-6137-5488
8708;9306;30/06/2008 14:24;10146;UMEYIC310J2O8HU;2070;SJ15-0900-2198-8012
8709;9538;3/02/2002 21:05;5925;RVZDWH06P5P8UVV;49786;OT02-1421-6931-9752
8710;8435;5/03/2007 15:04;36796;XW0XQTVQDHYN8GI;57749;RH40-8473-6816-0318
8711;8624;8/06/2003 21:31;2004;9LD6LTSCL79CNV7;7248;WX61-6893-9384-6253
8712;9224;5/06/2006 0:28;12184;OORBGX1Y090EJDY;40375;NV91-5384-3983-7881
8713;8229;30/04/2008 10:36;28436;MJZ8IOS44NBIJI3;30899;UZ65-1840-5430-6021
8714;8286;13/11/2003 0:30;11557;9TYKP7OBKE6CSDT;78647;CX64-0183-1378-3603
8715;9544;13/03/2009 8:34;29642;90P3VZN0VN6TLIF;50341;KJ84-3108-0170-0011
8716;6833;28/08/2008 21:20;31272;5I4PEDJEVNO3HFB;50773;OS40-1634-7965-8967
8717;8914;22/03/2005 10:47;2126;T39JT0MA6YO20VQ;36492;UN01-8935-2986-3481
8718;9044;9/04/2003 8:04;19933;ZP7983TVHA78BJI;6384;TK32-5511-4671-3863
8719;8465;13/03/2007 15:41;25400;BFZH9VN4WUJGPHE;95857;AY49-9545-5401-7902
8720;8015;14/12/2002 17:12;40927;WN3S81IQAD2ISDZ;86958;DI83-4995-7774-8216
8721;9150;21/01/2007 12:04;42100;G8QLV8R312DEKD6;70972;SR81-0169-0385-6684
8722;8419;21/07/2007 10:53;28541;W7BOFP79X97WT5C;6616;NZ77-6786-6346-0224
8723;9262;1/10/2010 14:20;6252;UXZGQS4NV0Q5N46;88563;HP64-8016-1326-0443
8724;9470;NULL;14923;62LK1B6Q1GOM1UA;36674;TG40-9264-0714-0247
8725;9210;20/01/2008 8:55;17570;QVKNDQ943NSFZ1M;80369;SC49-0597-0553-2449
8726;8873;8/08/2004 16:13;4702;39PRJRGIQ9E94IL;68762;OD15-2101-5601-9028
8727;5741;15/10/2002 11:19;39742;PUFSKJKGSHHEJQR;13488;SR92-0088-8819-3427
